,o3,o3_pro,o3_images,gpt5,opus,sonnet,gemini_2.0_flash,gemini_2.0_flash_images,gemini_2.5_pro,gemini_3.0_pro,deepseek_r1,qwen_3,qwen_3_vl,gpt_oss_120b,chatgpt-4o,gpt4.1,gpt4.1_images,o4mini_high
214,,,1.75,,,,,,,,,,,,,,,
215,,,2.6666666666666665,,,,,,,,,,,,,,,
216,,,3.0,,,,,,,,,,,,,,,
217,,,1.4166666666666665,,,,,,,,,,,,,,,
218,,,1.75,,,,,,,,,,,,,,,
219,,,1.0,,,,,,,,,,,,,,,
220,,,1.6,,,,,,,,,,,,,,,
221,,,5.0,,,,,,,,,,,,,,,
222,,,1.9166666666666667,,,,,,,,,,,,,,,
223,,,1.6,,,,,,,,,,,,,,,
224,,,1.0833333333333335,,,,,,,,,,,,,,,
225,,,4.833333333333334,,,,,,,,,,,,,,,
226,,,1.0,,,,,,,,,,,,,,,
227,,,1.25,,,,,,,,,,,,,,,
228,,,4.875,,,,,,,,,,,,,,,
229,,,1.1,,,,,,,,,,,,,,,
230,,,1.0833333333333335,,,,,,,,,,,,,,,
231,,,1.0,,,,,,,,,,,,,,,
232,,,4.8,,,,,,,,,,,,,,,
233,,,1.0833333333333335,,,,,,,,,,,,,,,
234,,,1.6,,,,,,,,,,,,,,,
235,,,3.333333333333333,,,,,,,,,,,,,,,
236,,,1.0,,,,,,,,,,,,,,,
237,,,1.375,,,,,,,,,,,,,,,
238,,,4.916666666666666,,,,,,,,,,,,,,,
239,,,1.1666666666666665,,,,,,,,,,,,,,,
