,DeepMind: Gemini 3 Pro - High Reasoning - 0.1 Temperature - Multiple Context (2025-11-19),DeepMind: Gemini 2.0 Flash - Single Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-11),OpenAI: GPT 4.1 - Single Context (2025-07-21),DeepMind: Gemini 2.5 Pro - Multiple Context - Dynamic Thinking (2025-07-21),OpenAI: o3 Pro - Multiple Context - High Reasoning (2025-07-21),OpenAI: o3 Pro - Multiple Context - High Reasoning (2025-09-16),OpenAI: ChatGPT-4o - Multiple Context (2025-07-25),DeepMind: Gemini 3 Pro - High Reasoning - 1.0 Temperature - Multiple Context (2025-11-19),OpenAI: o4-mini - Multiple Context - Medium Reasoning (2025-07-14),Alibaba: Qwen 3 VL 235b a22b Thinking - Multiple Context (2025-11-20),OpenAI: GPT 5 - Multiple Context - High Reasoning (2025-09-15),OpenAI: o3 Pro - Single Context - High Reasoning (2025-07-21),OpenAI: o4-mini - Single Context - High Reasoning (2025-07-21),OpenAI: o3 w/ GPT-image-1 - Multiple Context - Med Reasoning (2025-07-14),OpenAI: GPT 5 - Multiple Context - Medium Reasoning (2025-09-16),OpenAI: ChatGPT-4o - Single Context (2025-07-25),OpenAI: o3 - Multiple Context - Medium Reasoning (2025-09-12),OpenAI: o3 - Multiple Context - Low Reasoning (2025-09-12),Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),OpenAI: GPT 4.1 w/ GPT-Image-1 - Single Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - Minimal Reasoning (2025-09-16),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),OpenAI: GPT 4.1 - Multiple Context (2025-07-21),OpenAI: o3 - Multiple Context - High Reasoning (2025-07-21),OpenAI: o4-mini - Single Context - Medium Reasoning (2025-07-14),OpenAI: GPT 4.1 w/ GPT-image-1 - Multiple Context (2025-07-21),OpenAI: GPT 5 - Multiple Context - Low Reasoning (2025-09-15),Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-21),Alibaba: Qwen 3 235b a22b Thinking 2507 - Multiple Context (2025-11-20),OpenAI: o3 - Single Context - High Reasoning (2025-07-21),DeepMind: Gemini 3 Pro - High Reasoning - 0.55 Temperature - Multiple Context (2025-11-19),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),DeepSeek: R1 0528 - Multiple Context (2025-11-20),DeepMind: Gemini 2.5 Pro - Single Context - Dynamic Thinking (2025-07-21),Anthropic: Claude Opus 4.1 - Multiple Context - Extended Thinking 9000t (2025-09-11),OpenAI: o4-mini - Multiple Context - High Reasoning (2025-07-21),DeepMind: Gemini 2.0 Flash w/ Images - Multiple Context (2025-07-25),OpenAI: gpt-oss-120b - High Reasoning - Multiple Context (2025-11-20),OpenAI: o3 - Multiple Context - High Reasoning (2025-09-15)
43,2.916666666666667,2.4,1.9166666666666667,1.45,1.0833333333333335,1.6,1.0,1.1666666666666665,1.2,1.3333333333333335,1.3,1.3333333333333335,1.0,1.0,1.0833333333333335,2.916666666666667,1.0833333333333335,1.9166666666666667,1.3333333333333335,1.1,1.3333333333333335,1.3333333333333335,1.6,1.25,1.2,1.9166666666666667,1.3333333333333335,1.3333333333333335,1.3333333333333335,1.3333333333333335,1.0,1.0,2.916666666666667,2.916666666666667,1.9166666666666667,1.6,1.1,2.916666666666667,2.4,1.9166666666666667,,1.1,1.9166666666666667
44,2.083333333333333,1.1,1.6,1.0833333333333335,1.0,1.0833333333333335,1.55,1.1,2.85,1.25,1.3333333333333335,1.55,1.0,1.25,1.0,1.55,1.0833333333333335,1.0833333333333335,1.55,1.0833333333333335,1.5,1.0833333333333335,1.0,1.5,1.0833333333333335,1.0,1.0,1.0833333333333335,1.55,1.5,1.0833333333333335,1.2,1.75,2.083333333333333,1.0833333333333335,1.0833333333333335,1.125,1.4166666666666665,1.0833333333333335,2.0,,1.0,1.95
45,1.7,1.0,4.833333333333334,1.0,1.0,1.0,1.0,1.0,4.666666666666666,1.45,1.0,4.833333333333334,4.833333333333334,1.0,1.0,1.2,1.0,4.833333333333334,1.0,1.0,1.0,1.0,1.0,1.35,1.0,1.25,1.125,1.25,1.2,1.0,1.25,1.0,1.2,5.0,1.45,4.833333333333334,1.0,1.0,1.125,4.833333333333334,,1.1,1.0
46,1.55,1.1,1.1,2.0,2.0,1.0833333333333335,1.1,1.0,1.55,1.5357142857142856,1.1,1.25,1.0,1.25,1.1666666666666665,1.5,1.0,1.25,1.0833333333333335,1.25,1.0,1.25,1.1,1.25,1.3333333333333335,1.25,1.2,1.1666666666666665,1.25,1.45,1.0,1.0,1.25,2.15,1.0,1.0,1.1666666666666665,1.25,1.75,1.1666666666666665,,5.0,1.0
47,1.45,1.0,1.8333333333333333,1.1666666666666665,1.0,1.1666666666666665,1.1666666666666665,1.0,1.8333333333333333,1.8333333333333333,5.0,1.0,1.0,2.5,1.1666666666666665,1.1,1.0,1.0,1.0833333333333335,1.0,1.0,1.1666666666666665,1.0833333333333335,1.1666666666666665,1.1666666666666665,1.0,1.0833333333333335,1.0,1.8333333333333333,1.0,1.1666666666666665,1.375,1.25,1.8333333333333333,1.1666666666666665,1.25,5.0,1.0,1.1666666666666665,1.1666666666666665,,1.0,1.3333333333333335
48,5.0,1.9166666666666665,2.5,1.8333333333333333,3.25,1.75,4.875,1.85,5.0,1.75,1.2,2.5,1.75,1.0833333333333335,1.5714285714285714,4.875,2.583333333333333,1.1,1.65,1.45,1.85,5.0,5.0,1.0833333333333335,1.6,1.75,3.25,1.25,4.875,1.75,5.0,1.1,2.583333333333333,2.0,2.25,4.875,1.1,1.3333333333333335,1.45,4.875,,1.0,1.75
49,4.666666666666666,4.666666666666666,4.666666666666666,4.666666666666666,1.3333333333333335,4.666666666666666,4.666666666666666,1.1,4.666666666666666,1.3,1.1,4.666666666666666,1.95,1.0833333333333335,4.916666666666666,4.666666666666666,1.0714285714285714,1.0,4.666666666666666,2.25,1.25,1.0,2.5,2.05,4.666666666666666,4.666666666666666,2.5,1.0,1.3,1.0,4.666666666666666,1.1,1.1666666666666665,4.666666666666666,2.5,1.1,2.6666666666666665,2.5,2.5,1.0,,1.45,4.666666666666666
50,4.916666666666666,1.0,4.916666666666666,1.1,4.916666666666666,4.916666666666666,1.0833333333333335,1.0,4.916666666666666,4.916666666666666,1.5833333333333335,4.916666666666666,1.0833333333333335,2.0833333333333335,1.3333333333333335,4.916666666666666,1.0,1.1666666666666665,4.916666666666666,4.916666666666666,1.0,1.0,1.0833333333333335,1.0,1.0,1.0833333333333335,1.2,1.25,1.0833333333333335,4.916666666666666,1.0833333333333335,1.1,1.0833333333333335,4.916666666666666,1.0833333333333335,1.0833333333333335,1.0,4.916666666666666,4.916666666666666,4.916666666666666,,1.7,1.0833333333333335
51,4.333333333333333,1.0,1.1,1.0,2.0833333333333335,4.75,1.1,1.0833333333333335,4.75,1.1,1.1666666666666665,4.333333333333333,2.0833333333333335,1.0833333333333335,5.0,1.25,1.0,1.0,2.166666666666667,1.5,1.25,1.1,1.0,1.25,1.25,4.75,3.75,1.0,1.1,1.1,1.0,1.1,1.1,4.333333333333333,1.1,1.0,4.8,2.583333333333333,1.5,2.0833333333333335,,1.3333333333333335,1.1
52,5.0,1.0,4.8,1.9166666666666665,1.75,4.8,4.8,3.0,5.0,4.8,1.0,4.8,1.9166666666666667,1.0833333333333335,4.916666666666666,4.8,1.9166666666666665,4.8,4.8,1.9166666666666665,5.0,1.75,4.8,1.0833333333333335,2.2,4.8,1.35,1.5833333333333333,4.8,1.95,5.0,1.125,1.25,5.0,5.0,4.8,4.916666666666666,1.9166666666666665,5.0,5.0,,1.1,4.8
53,4.916666666666666,4.916666666666666,3.416666666666667,4.916666666666666,4.916666666666666,4.916666666666666,1.5833333333333335,1.5833333333333333,4.916666666666666,1.0,1.6,4.916666666666666,4.916666666666666,1.25,1.8,1.0,1.0,4.916666666666666,1.25,2.4,1.0833333333333335,1.0,4.916666666666666,1.0833333333333335,1.0833333333333335,4.916666666666666,1.0,3.583333333333333,1.0,1.3333333333333335,1.5,3.5,4.916666666666666,4.916666666666666,1.0,1.0833333333333335,1.5,1.0,4.916666666666666,1.0,,1.35,1.5
54,3.5,1.5,2.583333333333333,4.666666666666666,3.5,3.5,3.5,3.583333333333333,3.5,1.0833333333333335,1.35,2.583333333333333,2.583333333333333,1.3,1.35,1.2,1.8,3.5,1.8,2.583333333333333,1.85,2.4,4.666666666666666,1.3333333333333335,1.3333333333333335,1.5833333333333335,1.375,1.75,1.0,1.45,3.5,1.1,2.583333333333333,4.0,1.0,1.6,4.6,2.583333333333333,4.666666666666666,1.3333333333333335,,1.5,3.5
55,4.6,1.2,4.6,4.6,2.0,4.6,4.6,1.75,4.6,1.35,1.5,4.6,4.6,1.25,1.0,4.6,2.5,4.6,4.6,1.35,2.75,1.1666666666666665,4.6,1.25,1.75,4.6,2.9,1.25,4.6,1.5,1.75,1.0833333333333335,4.6,4.6,4.6,3.333333333333333,1.0,1.0,1.35,2.9,,1.9166666666666665,4.6
56,4.833333333333334,1.1,4.833333333333334,1.0,1.5,1.125,4.833333333333334,1.3333333333333335,4.833333333333334,1.0,1.25,1.0,4.833333333333334,2.0833333333333335,1.2,1.0,1.0833333333333335,1.4166666666666665,1.4166666666666665,1.0,1.0,1.0,1.3,1.0,1.0,1.4166666666666665,1.2,1.0833333333333335,2.1,4.833333333333334,1.0,1.0,4.833333333333334,1.25,1.0,1.0,4.416666666666667,1.0833333333333335,4.833333333333334,4.833333333333334,,1.45,1.0
57,4.416666666666667,2.9166666666666665,4.416666666666667,3.333333333333333,1.375,3.7,4.416666666666667,4.416666666666667,4.416666666666667,1.4,1.95,4.416666666666667,4.416666666666667,4.916666666666666,4.916666666666666,3.7,2.142857142857143,4.416666666666667,1.3,1.6428571428571428,1.25,1.6428571428571428,1.375,1.5833333333333335,1.6428571428571428,4.416666666666667,2.0833333333333335,2.1666666666666665,2.0833333333333335,1.6428571428571428,4.416666666666667,1.75,3.333333333333333,4.416666666666667,1.375,1.375,1.4166666666666665,4.416666666666667,4.416666666666667,3.7,,,4.416666666666667
58,4.916666666666666,2.0,4.916666666666666,4.916666666666666,1.9166666666666665,4.916666666666666,4.916666666666666,2.083333333333333,4.916666666666666,4.916666666666666,1.65,4.916666666666666,4.916666666666666,2.833333333333333,1.1666666666666665,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,3.6,3.5,4.916666666666666,3.0,1.4642857142857144,4.916666666666666,4.916666666666666,,4.916666666666666,4.916666666666666,4.916666666666666,1.3,4.916666666666666,4.916666666666666,4.916666666666666,4.916666666666666,2.0,1.9166666666666665,4.916666666666666,4.916666666666666,,,4.916666666666666
59,3.9,1.1666666666666665,3.9,1.3,3.333333333333333,3.5,4.25,1.85,1.5833333333333335,4.3,,1.65,4.3,,,1.0833333333333335,3.333333333333333,1.5833333333333335,3.9,1.1666666666666665,1.2,1.375,4.0,,2.1666666666666665,3.333333333333333,1.5833333333333335,,4.5,1.1666666666666665,3.333333333333333,,4.25,3.9,4.0,1.1666666666666665,,4.0,4.0,3.9,,,3.333333333333333
